"GEOID","suffix","n","proportion"
"19033","ST",385,0.246794871794872
"19035","ST",340,0.508982035928144
"19037","ST",317,0.452211126961484
"19039","ST",341,0.428930817610063
"19041","ST",348,0.445582586427657
"19043","ST",545,0.430489731437599
"19045","ST",578,0.359900373599004
"19047","ST",433,0.440488301119023
"19049","ST",896,0.317843206810926
"19051","ST",505,0.461608775137112
"19053","ST",586,0.55650522317189
"19055","ST",560,0.507246376811594
"19057","ST",672,0.431045542014112
"19059","ST",380,0.360531309297913
"19061","ST",582,0.205799151343706
"19063","ST",263,0.427642276422764
"19065","ST",467,0.393760539629005
"19067","ST",300,0.334448160535117
"19069","ST",332,0.432291666666667
"19071","ST",366,0.504827586206897
"19073","ST",410,0.569444444444444
"19075","ST",309,0.373639661426844
"19077","ST",439,0.444331983805668
"19079","ST",363,0.487248322147651
"19081","ST",271,0.39218523878437
"19083","ST",524,0.515748031496063
"19085","ST",498,0.404878048780488
"19087","ST",603,0.500414937759336
"19089","ST",224,0.420262664165103
"19091","ST",261,0.379360465116279
"19093","ST",228,0.483050847457627
"19095","ST",439,0.434653465346535
"19097","ST",620,0.506950122649223
"19099","ST",461,0.263278126784694
"19101","ST",382,0.368725868725869
"19103","NE",644,0.155068625090296
"19105","ST",495,0.433829973707274
"19107","ST",678,0.578992314261315
"19109","ST",503,0.464879852125693
"19111","ST",572,0.423076923076923
"19113","NE",764,0.139466958744067
"19115","ST",458,0.579013906447535
"19117","ST",349,0.421497584541063
"19119","ST",273,0.441033925686591
"19121","ST",356,0.326605504587156
"19123","ST",602,0.431232091690544
"19125","ST",633,0.426549865229111
"19127","ST",565,0.445232466509062
"19129","ST",338,0.416256157635468
"19131","ST",378,0.624793388429752
"19133","ST",451,0.582687338501292
"19135","ST",282,0.328671328671329
"19137","ST",382,0.48849104859335
"19139","ST",703,0.416469194312796
"19141","ST",286,0.455414012738854
"19143","ST",174,0.391011235955056
"19145","ST",620,0.5662100456621
"19147","ST",325,0.484351713859911
"19149","ST",348,0.329857819905213
"19151","ST",299,0.549632352941177
"19153","ST",2840,0.30987452264048
"19155","ST",987,0.3212890625
"19157","ST",585,0.462450592885375
"19159","ST",363,0.527616279069767
"19161","ST",427,0.572386058981233
"19163","ST",1553,0.372065165309056
"19165","ST",375,0.505390835579515
"19167","ST",346,0.31743119266055
"19169","ST",699,0.300774526678141
"19171","ST",639,0.586238532110092
"19173","ST",419,0.542043984476067
"19175","ST",443,0.505131128848347
"19177","ST",425,0.501770956316411
"19179","ST",624,0.446032880629021
"19181","ST",729,0.385918475383801
"19183","ST",453,0.405187835420394
"19185","ST",454,0.548972188633616
"19187","ST",648,0.387791741472172
"19189","ST",233,0.408771929824561
"19191","ST",400,0.370027752081406
"19193","ST",1332,0.488090875778673
"19195","ST",244,0.428070175438596
"19197","ST",293,0.37612323491656
"20001","ST",581,0.649888143176734
"20003","RD",534,0.611683848797251
"20005","RD",459,0.511135857461025
"20007","RD",312,0.460856720827179
"20009","ST",404,0.373037857802401
"20011","ST",635,0.542735042735043
"20013","ST",439,0.552896725440806
"20015","ST",999,0.348569434752268
"20017","RD",293,0.652561247216036
"20019","ST",191,0.316225165562914
"20021","ST",611,0.40118187787262
"20023","ST",76,0.215909090909091
"20025","ST",123,0.286713286713287
"20027","RD",251,0.425423728813559
"20029","RD",373,0.373373373373373
"20031","ST",343,0.261832061068702
"20033","ST",79,0.1264
"20035","RD",741,0.374810318664643
"20037","ST",982,0.585220500595948
"20039","RD",98,0.183864915572233
"20041","ST",466,0.392255892255892
"20043","RD",403,0.466435185185185
"20045","RD",1100,0.346238589864652
"20047","AVE",173,0.421951219512195
"20049","ST",204,0.266666666666667
"20051","ST",394,0.385896180215475
"20053","RD",186,0.278026905829596
"20055","RD",338,0.27479674796748
"20057","RD",492,0.406947890818859
"20059","ST",386,0.358736059479554
"20061","ST",237,0.240853658536585
"20063","ST",117,0.209677419354839
"20065","AVE",247,0.339285714285714
"20067","ST",97,0.185114503816794
"20069","RD",211,0.365051903114187
"20071","RD",61,0.147342995169082
"20073","ST",727,0.336262719703978
"20075","ST",80,0.195121951219512
"20077","AVE",264,0.362139917695473
"20079","ST",494,0.346423562412342
"20081","AVE",54,0.147138964577657
"20083","RD",265,0.763688760806916
"20085","RD",409,0.520356234096692
"20087","ST",536,0.402100525131283
"20089","RD",374,0.617161716171617
"20091","ST",7402,0.485154355377859
"20093","ST",63,0.138461538461538
"20095","ST",379,0.441724941724942
"20097","ST",333,0.395957193816885
"20099","RD",397,0.341946597760551
"20101","RD",80,0.27972027972028
"20103","ST",1185,0.457175925925926
"20105","RD",113,0.273607748184019
"20107","RD",499,0.355666429080542
"20109","AVE",59,0.128260869565217
"20111","ST",367,0.269061583577713
"20113","ST",475,0.37080405932865
"20115","ST",529,0.481346678798908
"20117","RD",426,0.447478991596639
"20119","RD",291,0.51779359430605
"20121","ST",610,0.429275158339198
"20123","RD",329,0.442799461641992
"20125","ST",784,0.383374083129584
"20127","ST",254,0.353760445682451
"20129","ST",74,0.222222222222222
"20131","RD",681,0.649809160305344
"20133","RD",312,0.381884944920441
"20135","RD",372,0.597110754414125
"20137","ST",119,0.195081967213115
"20139","ST",602,0.53416149068323
"20141","AVE",255,0.336411609498681
"20143","RD",445,0.619777158774373
"20145","ST",126,0.36734693877551
"20147","RD",411,0.595652173913043
"20149","RD",562,0.414148857774503
"20151","ST",355,0.48168249660787
"20153","ST",57,0.115384615384615
"20155","RD",758,0.273547455792133
"20157","RD",225,0.295663600525624
"20159","ST",207,0.293201133144476
"20161","RD",481,0.206526406182911
"20163","RD",316,0.530201342281879
"20165","ST",142,0.143289606458123
"20167","ST",513,0.449605609114812
"20169","RD",533,0.309164733178654
"20171","RD",101,0.268617021276596
"20173","ST",4427,0.347843168067887
"20175","RD",143,0.155943293347873
"20177","ST",1464,0.342937456078707
"20179","S",142,0.180891719745223
"20181","ST",73,0.172169811320755
"20183","RD",374,0.639316239316239
"20185","ST",197,0.432967032967033
"20187","AVE",43,0.132307692307692
"20189","ST",110,0.197841726618705
"20191","ST",517,0.324341279799247
"20193","ST",132,0.197309417040359
"20195","AVE",169,0.40625
"20197","RD",401,0.576149425287356
"20199","RD",120,0.292682926829268
"20201","RD",366,0.521367521367521
"20203","ST",113,0.31043956043956
"20205","RD",553,0.541095890410959
"20207","RD",378,0.643952299829642
"20209","ST",2220,0.381181318681319
"21001","RD",1135,0.532613796339747
"21003","RD",632,0.403833865814696
"21005","RD",223,0.321325648414986
"21007","RD",280,0.459770114942529
"21009","RD",772,0.456534594914252
"21011","RD",408,0.580369843527738
"21013","RD",1084,0.510117647058824
"21015","DR",704,0.272974020938348
"21017","RD",194,0.283625730994152
"21019","ST",526,0.191551347414421
"21021","RD",218,0.223589743589744
"21023","RD",240,0.444444444444444
"21025","RD",563,0.537213740458015
"21027","RD",879,0.408457249070632
"21029","DR",532,0.204222648752399
"21031","RD",714,0.595
"21033","RD",514,0.439692044482464
"21035","DR",635,0.262831125827815
"21037","DR",340,0.180371352785146
"21039","RD",100,0.253164556962025
"21041","RD",126,0.288990825688073
"21043","RD",1097,0.363968148639681
"21045","RD",589,0.5751953125
"21047","RD",789,0.278798586572438
"21049","LN",227,0.164851125635439
"21051","RD",895,0.69921875
"21053","RD",404,0.444933920704846
"21055","RD",490,0.506198347107438
"21057","RD",648,0.742268041237113
"21059","RD",475,0.157754898704749
"21061","RD",462,0.555956678700361
"21063","RD",542,0.70481144343303
"21065","RD",523,0.417731629392971
"21067","DR",1028,0.203403244954491
"21069","RD",345,0.402097902097902
"21071","RD",845,0.254364840457556
"21073","DR",326,0.201857585139319
"21075","ST",157,0.298479087452471
"21077","RD",108,0.28051948051948
"21079","RD",313,0.339479392624729
"21081","RD",297,0.388743455497382
"21083","RD",586,0.392235609103079
"21085","RD",847,0.42434869739479
"21087","RD",752,0.646048109965636
"21089","RD",807,0.237562555195761
"21091","RD",198,0.408247422680412
"21093","CT",575,0.159456461453134
"21095","RD",1088,0.275932031448136
"21097","RD",283,0.260110294117647
"21099","RD",574,0.55566311713456
"21101","RD",380,0.229746070133011
"21103","RD",307,0.343784994400896
"21105","RD",282,0.55511811023622
"21107","RD",553,0.218145956607495
"21109","RD",661,0.612037037037037
"21111","CT",2639,0.208798164411741
"21113","DR",379,0.250330250990753
"21115","RD",526,0.406491499227202
"21117","DR",821,0.239498249708285
"21119","RD",511,0.362926136363636
"21121","RD",856,0.317272053372869
"21123","RD",400,0.520833333333333
"21125","RD",1366,0.441785252263907
"21127","RD",634,0.399747793190416
"21129","RD",532,0.516003879728419
"21131","RD",555,0.356225930680359
"21133","RD",782,0.276814159292035
"21135","RD",416,0.358003442340792
"21137","RD",477,0.368624420401855
"21139","RD",407,0.450221238938053
"21141","RD",955,0.51538046411225
"21143","RD",357,0.41271676300578
"21145","DR",488,0.212266202696825
"21147","RD",1426,0.706290242694403
"21149","RD",202,0.355633802816901
"21151","DR",831,0.321843532145624
"21153","RD",921,0.490415335463259
"21155","RD",454,0.494553376906318
"21157","RD",631,0.286038077969175
"21159","RD",412,0.36983842010772
"21161","RD",181,0.189727463312369
"21163","RD",443,0.354116706634692
"21165","RD",403,0.470794392523364
"21167","RD",233,0.262683201803833
"21169","RD",550,0.749318801089918
"21171","RD",649,0.621647509578544
"21173","DR",200,0.177935943060498
"21175","RD",969,0.565674255691769
"21177","LN",500,0.22883295194508
"21179","RD",287,0.179375
"21181","RD",204,0.364285714285714
"21183","RD",474,0.294592914853947
"21185","CT",424,0.221409921671018
"21187","RD",276,0.380165289256198
"21189","RD",408,0.7569573283859
"21191","RD",336,0.384
"21193","LN",642,0.277441659464131
"21195","RD",965,0.339908418457203
"21197","RD",350,0.367261280167891
"21199","RD",1589,0.324351908552766
"21201","RD",103,0.585227272727273
"21203","RD",617,0.46425884123401
"21205","RD",638,0.355431754874652
"21207","RD",736,0.505841924398625
"21209","DR",290,0.186495176848875
"21211","RD",307,0.265570934256055
"21213","RD",312,0.417670682730924
"21215","RD",204,0.265971316818774
"21217","RD",600,0.362976406533575
"21219","RD",446,0.441147378832839
"21221","RD",566,0.299312533051296
"21223","RD",232,0.4
"21225","RD",378,0.341772151898734
"21227","RD",594,0.225769669327252
"21229","LN",207,0.325471698113208
"21231","RD",695,0.353509664292981
"21233","RD",358,0.406818181818182
"21235","RD",922,0.4855186940495
"21237","RD",467,0.552662721893491
"21239","RD",161,0.219346049046322
"22001","RD",572,0.231860559383867
"22003","RD",724,0.477887788778878
"22005","RD",1035,0.193241224794623
"22007","ST",319,0.366245694603904
"22009","RD",454,0.263646922183508
"22011","RD",1615,0.589631252281855
"22013","RD",690,0.332850940665702
"22015","RD",648,0.209234743299968
"22017","ST",1667,0.240478938257357
"22019","ST",1851,0.317713697219361
"22021","RD",554,0.470688190314359
"22023","RD",413,0.332528180354267
"22025","RD",540,0.605381165919282
"22027","RD",589,0.397167902899528
"22029","RD",372,0.341597796143251
"22031","RD",718,0.344034499281265
"22033","DR",2742,0.342279365871926
"22035","RD",174,0.348
"22037","LN",216,0.23658269441402
"22039","RD",654,0.338159255429162
"22041","RD",586,0.481907894736842
"22043","RD",582,0.393775372124493
"22045","ST",805,0.3218712514994
"22047","ST",379,0.402763018065887
"22049","RD",603,0.311789038262668
"22051","ST",1954,0.326155900517443
"22053","RD",506,0.34681288553804
"22055","DR",1850,0.292721518987342
"22057","ST",1202,0.406768189509306
"22059","RD",1051,0.444397463002114
"22061","RD",501,0.225168539325843
"22063","RD",977,0.257579752175059
"22065","ST",211,0.420318725099602
"22067","RD",582,0.347670250896057
"22069","RD",1067,0.387858960378044
"22071","ST",1886,0.471971971971972
"22073","RD",994,0.245008627064333
"22075","LN",526,0.421136909527622
"22077","ST",228,0.257046223224352
"22079","RD",1460,0.307627475769069
"22081","RD",302,0.267256637168142
"22083","RD",602,0.414886285320469
"22085","RD",789,0.300342596117244
"22087","DR",297,0.314285714285714
"22089","ST",324,0.278589853826311
"22091","LN",428,0.442148760330579
"22093","ST",430,0.462365591397849
"22095","ST",336,0.277227722772277
"22097","RD",1125,0.257495994506752
"22099","RD",571,0.261806510774874
"22101","ST",1169,0.340716992130574
"22103","RD",1834,0.217556346381969
"22105","RD",1466,0.313047191970959
"22107","RD",160,0.278745644599303
"22109","ST",884,0.272503082614057
"22111","RD",1048,0.397270659590599
"22113","RD",1130,0.442097026604069
"22115","RD",1603,0.423402007395668
"22117","RD",1307,0.427543343146876
"22119","RD",717,0.319946452476573
"22121","LN",202,0.217907227615965
"22123","RD",332,0.340862422997947
"22125","RD",217,0.267241379310345
"22127","RD",934,0.354863221884498
"23001","RD",1092,0.285340998170891
"23003","RD",2238,0.511425959780622
"23005","RD",3868,0.2916164053076
"23007","RD",1648,0.509113376583256
"23009","RD",2592,0.333333333333333
"23011","RD",2027,0.280981425006931
"23013","RD",1139,0.360785555907507
"23015","RD",1767,0.451225740551583
"23017","RD",2421,0.446843853820598
"23019","RD",2315,0.354789272030651
"23021","RD",1311,0.581117021276596
"23023","RD",675,0.289203084832905
"23025","RD",1877,0.450119904076739
"23027","RD",1348,0.44798936523762
"23029","RD",1688,0.463863698818357
"23031","RD",2762,0.263022569279116
"24001","ST",667,0.188311688311688
"24003","RD",3473,0.235921472726038
"24005","RD",4029,0.30543552422106
"24009","RD",649,0.203129890453834
"24011","RD",397,0.357657657657658
"24013","DR",1552,0.313155770782889
"24015","RD",831,0.25
"24017","PL",1563,0.302087359876305
"24019","RD",543,0.445447087776866
"24021","CT",1456,0.218323586744639
"24023","RD",693,0.346326836581709
"24025","CT",1581,0.269749189558096
"24027","CT",1371,0.241628480789566
"24029","RD",411,0.411411411411411
"24031","CT",2572,0.197103226300866
"24033","CT",2444,0.190268586998832
"24035","LN",633,0.292919944470153
"24037","LN",1209,0.279731605738084
"24039","RD",403,0.418483904465213
"24041","RD",633,0.343275488069414
"24043","RD",718,0.213436385255648
"24045","DR",525,0.197889182058047
"24047","RD",588,0.257668711656442
"24510","AVE",1914,0.330284728213978
"25001","RD",4333,0.315931461903026
"25003","RD",1638,0.337106400493929
"25005","ST",4286,0.385778577857786
"25007","RD",745,0.283054711246201
"25009","ST",4700,0.294486215538847
"25011","RD",1360,0.49490538573508
"25013","ST",3347,0.365912320979556
"25015","RD",964,0.268823201338539
"25017","ST",7831,0.280469897209985
"25019","RD",349,0.2792
"25021","ST",3675,0.276170436612309
"25023","ST",3076,0.231243422041798
"25025","ST",3460,0.488976823063878
"25027","ST",5428,0.30182384341637
"26001","RD",586,0.464342313787639
"26003","RD",722,0.450686641697878
"26005","ST",1177,0.310554089709763
"26007","RD",513,0.447643979057592
"26009","RD",625,0.275938189845475
"26011","RD",506,0.48936170212766
"26013","RD",577,0.510619469026549
"26015","RD",706,0.299787685774947
"26017","RD",729,0.278456837280367
"26019","RD",559,0.35582431572247
"26021","ST",1156,0.219105382865807
"26023","RD",556,0.316088686753837
"26025","ST",822,0.241126430038134
"26027","ST",730,0.345480359678183
"26029","RD",688,0.346250629089079
"26031","RD",934,0.403455723542117
"26033","RD",1295,0.472283005105762
"26035","RD",624,0.296296296296296
"26037","RD",582,0.309574468085106
"26039","RD",653,0.285028371890004
"26041","RD",718,0.306706535668518
"26043","RD",472,0.311345646437995
"26045","DR",567,0.225
"26047","RD",586,0.302373581011352
"26049","DR",2316,0.272630959387875
"26051","RD",549,0.351923076923077
"26053","RD",585,0.343915343915344
"26055","DR",776,0.249597941460277
"26057","RD",531,0.419431279620853
"26059","RD",501,0.324062095730918
"26061","RD",854,0.336750788643533
"26063","RD",551,0.350955414012739
"26065","ST",1051,0.223379383634431
"26067","ST",586,0.298067141403866
"26069","RD",804,0.368469294225481
"26071","RD",567,0.409386281588448
"26073","RD",523,0.317739975698663
"26075","RD",1101,0.268144179249878
"26077","ST",1360,0.250091945568224
"26079","NE",389,0.221022727272727
"26081","SE",3694,0.295095063109123
"26083","RD",214,0.438524590163934
"26085","RD",700,0.260901975400671
"26087","RD",702,0.302977988778593
"26089","RD",638,0.329545454545455
"26091","ST",624,0.233795428999625
"26093","DR",1764,0.319160484892347
"26095","RD",310,0.352673492605233
"26097","RD",561,0.408296943231441
"26099","DR",5336,0.351052631578947
"26101","RD",786,0.437395659432387
"26103","RD",829,0.213990707279298
"26105","RD",744,0.456161863887186
"26107","AVE",479,0.226156751652502
"26109","RD",472,0.284166164960867
"26111","RD",627,0.278048780487805
"26113","RD",700,0.599315068493151
"26115","DR",765,0.242934264845983
"26117","RD",1118,0.355711104040725
"26119","RD",567,0.36794289422453
"26121","RD",1026,0.248366013071895
"26123","ST",817,0.282894736842105
"26125","DR",6709,0.259656320148618
"26127","RD",666,0.343298969072165
"26129","RD",743,0.370573566084788
"26131","RD",346,0.41141498216409
"26133","RD",579,0.352404138770542
"26135","RD",544,0.405365126676602
"26137","RD",506,0.24816086316822
"26139","DR",1541,0.269076305220884
"26141","RD",453,0.300397877984085
"26143","RD",689,0.255563798219585
"26145","ST",1232,0.294525460196032
"26147","ST",731,0.230453972257251
"26149","RD",672,0.31578947368421
"26151","RD",712,0.467191601049869
"26153","RD",402,0.41875
"26155","ST",600,0.334821428571429
"26157","RD",765,0.478424015009381
"26159","ST",934,0.35608082348456
"26161","DR",1748,0.237532273406713
"26163","ST",9211,0.376174140325084
"26165","RD",862,0.45924347362813
"27001","PL",549,0.193719124911785
"27003","NE",3415,0.383105227731658
"27005","RD",562,0.249113475177305
"27007","NE",995,0.303168799512492
"27009","NE",469,0.360769230769231
"27011","ST",271,0.301446051167964
"27013","ST",826,0.2286188762801
"27015","ST",401,0.32364810330912
"27017","RD",722,0.337540906965872
"27019","DR",399,0.1289592760181
"27021","NW",1135,0.268893627102582
"27023","ST",136,0.187845303867403
"27025","ST",699,0.287772745986002
"27027","S",797,0.335578947368421
"27029","ST",216,0.176039119804401
"27031","RD",350,0.337837837837838
"27033","ST",231,0.346846846846847
"27035","RD",1043,0.223340471092077
"27037","CT",1279,0.140333552775949
"27039","ST",259,0.232286995515695
"27041","NW",381,0.186126038104543
"27043","ST",471,0.42128801431127
"27045","ST",488,0.231608922638823
"27047","ST",548,0.286910994764398
"27049","ST",612,0.257684210526316
"27051","ST",283,0.251109139307897
"27053","N",5314,0.292524496311791
"27055","RD",295,0.219167904903418
"27057","DR",553,0.245341614906832
"27059","NW",722,0.338967136150235
"27061","RD",1201,0.329945054945055
"27063","ST",296,0.335600907029478
"27065","ST",280,0.266920877025739
"27067","NE",435,0.211988304093567
"27069","ST",166,0.319230769230769
"27071","RD",157,0.12953795379538
"27073","ST",343,0.393348623853211
"27075","RD",577,0.43091859596714
"27077","NW",287,0.28220255653884
"27079","ST",431,0.214321233217305
"27081","ST",252,0.405144694533762
"27083","ST",601,0.411643835616438
"27085","ST",269,0.183868762816131
"27087","AVE",168,0.202898550724638
"27089","NW",388,0.305993690851735
"27091","ST",489,0.409205020920502
"27093","ST",510,0.364285714285714
"27095","ST",363,0.235714285714286
"27097","ST",455,0.186094069529652
"27099","ST",537,0.293282359366466
"27101","ST",293,0.346745562130177
"27103","ST",278,0.195636875439831
"27105","AVE",341,0.346544715447154
"27107","ST",229,0.279268292682927
"27109","NW",1332,0.300813008130081
"27111","AVE",1235,0.200747724317295
"27113","NE",187,0.17
"27115","RD",954,0.358242583552385
"27117","ST",173,0.267801857585139
"27119","SE",773,0.270847932725999
"27121","ST",420,0.253317249698432
"27123","ST",1796,0.227341772151899
"27125","SE",169,0.275244299674267
"27127","ST",487,0.480750246791708
"27129","ST",320,0.257028112449799
"27131","AVE",395,0.151981531358215
"27133","ST",398,0.488343558282209
"27135","AVE",442,0.301706484641638
"27137","RD",3326,0.311161006642343
"27139","ST",380,0.100529100529101
"27141","NW",1215,0.354227405247813
"27143","ST",382,0.323454699407282
"27145","ST",923,0.166576430247248
"27147","NE",239,0.180786686838124
"27149","ST",252,0.348066298342541
"27151","SW",192,0.148952676493406
"27153","AVE",411,0.204477611940299
"27155","ST",156,0.221906116642959
"27157","ST",472,0.253083109919571
"27159","AVE",255,0.218321917808219
"27161","ST",301,0.285578747628083
"27163","N",2392,0.372585669781931
"27165","ST",181,0.226533166458073
"27167","AVE",242,0.207725321888412
"27169","ST",395,0.197796695042564
"27171","NE",1102,0.232882502113271
"27173","ST",250,0.280898876404494
"28001","RD",419,0.334932054356515
"28003","ST",221,0.161786237188873
"28005","RD",355,0.497896213183731
"28007","RD",162,0.118855465884079
"28009","RD",355,0.602716468590832
"28011","RD",599,0.369297163995068
"28013","ST",188,0.191446028513238
"28015","RD",203,0.263636363636364
"28017","ST",158,0.208994708994709
"28019","RD",449,0.690769230769231
"28021","RD",268,0.495378927911275
"28023","ST",142,0.122837370242215
"28025","RD",455,0.474947807933194
"28027","RD",370,0.36963036963037
"28029","LN",505,0.345181134654819
"28031","RD",502,0.413168724279835
"28033","DR",1511,0.303718592964824
"28035","RD",631,0.236329588014981
"28037","RD",284,0.460291734197731
"28039","RD",678,0.486370157819225
"28041","RD",630,0.509708737864078
"28043","RD",529,0.436108821104699
"28045","ST",926,0.316689466484268
"28047","DR",1402,0.217566728739913
"28049","DR",1478,0.269216757741348
"28051","RD",505,0.435344827586207
"28053","RD",388,0.574814814814815
"28055","RD",188,0.858447488584475
"28057","RD",857,0.606940509915014
"28059","RD",1042,0.224908266781783
"28061","ST",69,0.0647279549718574
"28063","RD",382,0.649659863945578
"28065","RD",414,0.401551891367604
"28067","RD",1286,0.456028368794326
"28069","RD",788,0.774066797642436
"28071","DR",285,0.148128898128898
"28073","RD",851,0.310810810810811
"28075","RD",705,0.308669001751314
"28077","LN",365,0.373975409836066
"28079","RD",608,0.636649214659686
"28081","DR",768,0.209950792782941
"28083","ST",324,0.248466257668712
"28085","SE",275,0.199275362318841
"28087","RD",664,0.313503305004721
"28089","DR",723,0.202011735121542
"28091","LN",416,0.310679611650485
"28093","RD",543,0.420278637770898
"28095","RD",493,0.293802145411204
"28097","RD",268,0.432258064516129
"28099","RD",131,0.106938775510204
"28101","RD",512,0.538380651945321
"28103","RD",370,0.585443037974684
"28105","RD",574,0.36818473380372
"28107","RD",652,0.488389513108614
"28109","RD",1250,0.353606789250354
"28111","RD",486,0.456338028169014
"28113","RD",495,0.283180778032037
"28115","RD",303,0.198298429319372
"28117","ST",181,0.153000845308538
"28119","RD",405,0.612708018154312
"28121","DR",1267,0.250296325563019
"28123","RD",566,0.506261180679785
"28125","RD",199,0.557422969187675
"28127","RD",993,0.432491289198606
"28129","ST",84,0.0774193548387097
"28131","RD",568,0.517775752051048
"28133","RD",540,0.422866092404072
"28135","RD",326,0.389952153110048
"28137","RD",439,0.46951871657754
"28139","ST",138,0.147909967845659
"28141","ST",188,0.147915027537372
"28143","RD",279,0.503610108303249
"28145","DR",120,0.120361083249749
"28147","RD",576,0.719101123595506
"28149","DR",430,0.248267898383372
"28151","ST",609,0.343485617597293
"28153","DR",512,0.427736006683375
"28155","RD",345,0.394736842105263
"28157","LN",210,0.314842578710645
"28159","RD",594,0.674233825198638
"28161","RD",227,0.218900675024108
"28163","RD",404,0.370982552800735
"29001","ST",373,0.193064182194617
"29003","ST",238,0.2
"29005","ST",393,0.565467625899281
"29007","ST",406,0.223076923076923
"29009","RD",358,0.128962536023055
"29011","RD",249,0.280721533258174
"29013","ST",410,0.242747187685021
"29015","RD",738,0.199729364005413
"29017","ST",103,0.175767918088737
"29019","DR",1349,0.264769381746811
"29021","ST",877,0.288391976323578
"29023","LN",379,0.189594797398699
"29025","DR",294,0.199052132701422
"29027","DR",390,0.160891089108911
"29029","DR",1653,0.224348534201954
"29031","LN",760,0.246513136555303
"29033","ST",268,0.143162393162393
"29035","ST",103,0.114444444444444
"29037","ST",1578,0.339720129171152
"29039","RD",1171,0.560555289612255
"29041","RD",350,0.211736237144586
"29043","RD",904,0.222331529758977
"29045","ST",228,0.427767354596623
"29047","ST",2649,0.335274015947348
"29049","ST",449,0.279576587795766
"29051","DR",581,0.229553536151719
"29053","ST",192,0.209150326797386
"29055","RD",470,0.334996436208125
"29057","ST",187,0.151539708265802
"29059","RD",411,0.219434063000534
"29061","ST",591,0.449429657794677
"29063","RD",416,0.474885844748858
"29065","ST",170,0.131071703932151
"29067","AVE",79,0.0733519034354689
"29069","ST",703,0.416469194312796
"29071","DR",1239,0.244426908660485
"29073","RD",404,0.322683706070288
"29075","ST",485,0.487437185929648
"29077","ST",2011,0.233078349559573
"29079","ST",550,0.486725663716814
"29081","ST",509,0.41858552631579
"29083","RD",795,0.481234866828087
"29085","ST",105,0.130434782608696
"29087","ST",189,0.263231197771588
"29089","ST",185,0.28816199376947
"29091","ST",376,0.164192139737991
"29093","RD",215,0.205348615090735
"29095","ST",5482,0.279565505635168
"29097","ST",1191,0.24643078833023
"29099","DR",3193,0.325484199796126
"29101","RD",1197,0.516170763260026
"29103","ST",129,0.186685962373372
"29105","DR",445,0.256041426927503
"29107","ST",589,0.3031394750386
"29109","ST",497,0.194825558604469
"29111","ST",513,0.42643391521197
"29113","DR",692,0.215980024968789
"29115","ST",414,0.346443514644351
"29117","ST",300,0.257953568357696
"29119","RD",591,0.27260147601476
"29121","ST",588,0.397834912043302
"29123","ST",108,0.108870967741935
"29125","ST",61,0.0840220385674931
"29127","ST",380,0.283793876026886
"29129","ST",262,0.364394993045897
"29131","RD",777,0.35222121486854
"29133","ST",353,0.370020964360587
"29135","RD",365,0.41289592760181
"29137","ST",195,0.152462861610633
"29139","RD",453,0.310699588477366
"29141","RD",1040,0.422592442096709
"29143","ST",398,0.330290456431535
"29145","LN",715,0.242701968771215
"29147","ST",896,0.558255451713396
"29149","ST",135,0.13030888030888
"29151","LN",413,0.336319218241042
"29153","DR",124,0.110714285714286
"29155","ST",363,0.346704871060172
"29157","LN",265,0.244690674053555
"29159","RD",567,0.373517786561265
"29161","RD",341,0.133047210300429
"29163","ST",332,0.193473193473193
"29165","ST",1007,0.213709677419355
"29167","RD",1176,0.567293777134588
"29169","LN",466,0.220748460445287
"29171","ST",251,0.340569877883311
"29173","RD",177,0.16105550500455
"29175","ST",353,0.200568181818182
"29177","ST",605,0.375077495350279
"29179","ST",69,0.0759075907590759
"29181","ST",125,0.161290322580645
"29183","DR",4007,0.345311961392623
"29185","RD",630,0.369068541300527
"29186","RD",274,0.276209677419355
"29187","ST",802,0.247836835599506
"29189","DR",8281,0.359761925449648
"29195","AVE",396,0.177022798390702
"29197","ST",181,0.396061269146608
"29199","ST",126,0.295774647887324
"29201","ST",535,0.292349726775956
"29203","ST",119,0.110083256244218
"29205","ST",224,0.181965881397238
"29207","ST",515,0.275695931477516
"29209","LN",1013,0.272898706896552
"29211","RD",338,0.363832077502691
"29213","RD",899,0.256271379703535
"29215","RD",424,0.195752539242844
"29217","RD",1560,0.608424336973479
"29219","DR",687,0.264841942945258
"29221","RD",982,0.43566992014197
"29223","ST",195,0.170603674540682
"29225","RD",538,0.24543795620438
"29227","ST",137,0.238675958188153
"29229","RD",411,0.247590361445783
"29510","AVE",1439,0.435928506513178
"30001","RD",532,0.305045871559633
"30003","RD",326,0.351672060409924
"30005","RD",462,0.514476614699332
"30007","PVT1",404,0.308868501529052
"30009","RD",619,0.39628681177977
"30011","RD",273,0.696428571428571
"30013","RD",434,0.179042904290429
"30015","RD",510,0.514112903225806
"30017","ST",175,0.25697503671072
"30019","RD",234,0.668571428571429
"30021","ST",117,0.192751235584843
"30023","RD",183,0.341417910447761
"30025","RD",84,0.240687679083095
"30027","RD",441,0.334090909090909
"30029","RD",1139,0.209567617295308
"30031","RD",1250,0.233470302577512
"30033","RD",176,0.692913385826772
"30035","RD",336,0.433548387096774
"30037","RD",135,0.627906976744186
"30039","RD",390,0.365510777881912
"30041","RD",236,0.218721037998146
"30043","RD",580,0.319383259911894
"30045","RD",426,0.418879056047198
