"GEOID","suffix","n","proportion"
"30047","LN",819,0.337731958762887
"30049","RD",879,0.290674603174603
"30051","RD",152,0.38
"30053","RD",1023,0.106584705146906
"30055","RD",175,0.505780346820809
"30057","RD",573,0.271821631878558
"30059","RD",228,0.237995824634656
"30061","RD",286,0.1829814459373
"30063","RD",879,0.207164741927881
"30065","RD",295,0.539305301645338
"30067","RD",560,0.28028028028028
"30069","RD",72,0.549618320610687
"30071","RD",213,0.398130841121495
"30073","RD",401,0.498756218905473
"30075","RD",258,0.658163265306122
"30077","RD",498,0.293113596233078
"30079","RD",95,0.427927927927928
"30081","LN",879,0.271212588707189
"30083","ST",54,0.0738714090287278
"30085","ST",111,0.118971061093248
"30087","RD",343,0.426086956521739
"30089","RD",594,0.268413917758699
"30091","RD",265,0.407692307692308
"30093","ST",512,0.292571428571429
"30095","RD",497,0.472882968601332
"30097","RD",176,0.389380530973451
"30099","NE",245,0.287896592244418
"30101","RD",307,0.425797503467406
"30103","RD",90,0.656934306569343
"30105","RD",512,0.476279069767442
"30107","RD",196,0.341463414634146
"30109","RD",83,0.399038461538462
"30111","DR",929,0.185985985985986
"31001","AVE",415,0.321705426356589
"31003","RD",265,0.341055341055341
"31005","RD",47,0.494736842105263
"31007","RD",19,0.0798319327731092
"31009","RD",54,0.415384615384615
"31011","ST",399,0.59375
"31013","ST",130,0.219224283305228
"31015","RD",170,0.365591397849462
"31017","ST",114,0.558823529411765
"31019","RD",548,0.288269331930563
"31021","ST",190,0.314569536423841
"31023","ST",255,0.352209944751381
"31025","ST",576,0.435374149659864
"31027","AVE",260,0.340314136125654
"31029","AVE",160,0.284191829484902
"31031","RD",230,0.382059800664452
"31033","ST",156,0.19047619047619
"31035","ST",267,0.381428571428571
"31037","ST",218,0.355628058727569
"31039","ST",183,0.375
"31041","RD",406,0.214474379292129
"31043","ST",358,0.504936530324401
"31045","RD",249,0.501006036217304
"31047","ST",331,0.294483985765125
"31049","ST",44,0.15884476534296
"31051","AVE",244,0.359882005899705
"31053","ST",474,0.378594249201278
"31055","ST",5569,0.458278472679394
"31057","RD",73,0.190104166666667
"31059","ST",229,0.404593639575972
"31061","RD",357,0.61340206185567
"31063","ST",98,0.165261382799325
"31065","ST",189,0.258196721311475
"31067","ST",518,0.402799377916019
"31069","ST",52,0.130982367758186
"31071","AVE",102,0.419753086419753
"31073","ST",24,0.0631578947368421
"31075","LN",65,0.403726708074534
"31077","AVE",153,0.355813953488372
"31079","ST",501,0.297682709447415
"31081","RD",211,0.376785714285714
"31083","RD",424,0.542199488491049
"31085","ST",26,0.125
"31087","ST",104,0.197718631178707
"31089","RD",483,0.391410048622366
"31091","AVE",32,0.25
"31093","AVE",180,0.28892455858748
"31095","ST",196,0.365671641791045
"31097","RD",137,0.318604651162791
"31099","RD",167,0.343621399176955
"31101","ST",228,0.228228228228228
"31103","RD",110,0.378006872852234
"31105","ST",148,0.341013824884793
"31107","AVE",348,0.337536372453928
"31109","ST",2905,0.428972238629652
"31111","RD",882,0.4704
"31113","ST",26,0.292134831460674
"31115","RD",74,0.44578313253012
"31117","RD",57,0.495652173913044
"31119","ST",365,0.293408360128617
"31121","RD",280,0.472175379426644
"31123","ST",122,0.192429022082019
"31125","ST",349,0.459210526315789
"31127","ST",211,0.358234295415959
"31129","ST",199,0.321486268174475
"31131","RD",349,0.29327731092437
"31133","ST",158,0.360730593607306
"31135","ST",47,0.0793918918918919
"31137","RD",174,0.43609022556391
"31139","ST",209,0.344884488448845
"31141","ST",533,0.402872260015117
"31143","ST",129,0.313106796116505
"31145","ST",201,0.250936329588015
"31147","ST",268,0.2954796030871
"31149","RD",127,0.376854599406528
"31151","ST",291,0.386454183266932
"31153","ST",1665,0.357603092783505
"31155","ST",469,0.407118055555556
"31157","ST",376,0.216964800923254
"31159","ST",269,0.334993773349938
"31161","RD",308,0.328358208955224
"31163","RD",275,0.371621621621622
"31165","RD",259,0.801857585139319
"31167","RD",166,0.361655773420479
"31169","ST",217,0.390990990990991
"31171","ST",40,0.300751879699248
"31173","RD",183,0.301482701812191
"31175","RD",219,0.352657004830918
"31177","LN",288,0.236065573770492
"31179","ST",140,0.363636363636364
"31181","ST",139,0.291404612159329
"31183","AVE",88,0.42512077294686
"31185","ST",209,0.284353741496599
"32001","RD",274,0.265761396702231
"32003","ST",11390,0.205395462906193
"32005","CT",446,0.20724907063197
"32007","ST",530,0.179721939640556
"32009","RD",106,0.36426116838488
"32011","ST",139,0.379781420765027
"32013","RD",488,0.331972789115646
"32015","RD",157,0.256117455138662
"32017","RD",354,0.470119521912351
"32019","ST",413,0.161013645224172
"32021","RD",183,0.300492610837438
"32023","ST",1047,0.238605287146764
"32027","RD",333,0.459944751381215
"32029","RD",158,0.5
"32031","CT",2656,0.237673378076063
"32033","ST",208,0.177929854576561
"32510","DR",391,0.266712141882674
"33001","RD",1317,0.380415944540728
"33003","RD",2288,0.475972540045767
"33005","RD",1649,0.493122009569378
"33007","RD",1387,0.464812332439678
"33009","RD",2859,0.457366821308591
"33011","RD",3226,0.282536346120161
"33013","RD",2316,0.409114997350291
"33015","RD",2931,0.302601693165393
"33017","RD",1052,0.264853977844914
"33019","RD",1370,0.494406351497654
"34001","AVE",2635,0.385797950219619
"34003","AVE",2797,0.211797667726791
"34005","RD",1865,0.174805511294404
"34007","AVE",3025,0.33377468829306
"34009","AVE",1078,0.287007454739084
"34011","RD",651,0.207126948775056
"34013","ST",1470,0.220753866946989
"34015","AVE",1520,0.236797008879888
"34017","ST",921,0.358924395946999
"34019","RD",1260,0.334750265674814
"34021","AVE",1115,0.183781110927971
"34023","ST",2273,0.183217797839755
"34025","DR",2231,0.158586863804379
"34027","RD",2660,0.242280717733856
"34029","DR",2627,0.183206639235651
"34031","AVE",1073,0.184713375796178
"34033","RD",512,0.293915040183697
"34035","RD",1262,0.184691936192009
"34037","RD",1441,0.302731092436975
"34039","AVE",1387,0.236487638533674
"34041","RD",833,0.284300341296928
"35001","NE",4501,0.287163455403854
"35003","RD",346,0.257824143070045
"35005","RD",1242,0.331908070550508
"35006","RD",878,0.369062631357713
"35007","RD",439,0.219609804902451
"35009","ST",365,0.175565175565176
"35011","RD",318,0.405095541401274
"35013","RD",1445,0.205811138014528
"35015","RD",839,0.304426705370102
"35017","RD",794,0.35226264418811
"35019","RD",279,0.359536082474227
"35021","RD",245,0.472972972972973
"35023","RD",409,0.392138063279003
"35025","ST",770,0.225541886350322
"35027","RD",601,0.224337439343038
"35028","ST",160,0.332640332640333
"35029","RD",738,0.265850144092219
"35031","RD",1196,0.361766485178463
"35033","RD",163,0.354347826086957
"35035","RD",762,0.189128816083395
"35037","ST",218,0.151704940848991
"35039","RD",387,0.116742081447964
"35041","ST",158,0.154901960784314
"35043","NE",1727,0.241538461538462
"35045","ST",457,0.0962307854285113
"35047","RD",497,0.235880398671096
"35049","RD",1318,0.181517697286875
"35051","RD",501,0.317893401015228
"35053","RD",443,0.327905255366395
"35055","RD",1210,0.43540842029507
"35057","RD",674,0.249444855662472
"35059","RD",449,0.409298085688241
"35061","RD",911,0.243127835601815
"36001","RD",1388,0.192430334118952
"36003","RD",1366,0.569879015435962
"36005","AVE",1011,0.392012407910043
"36007","RD",1345,0.314032220406257
"36009","RD",1660,0.457931034482759
"36011","RD",1115,0.381066302118934
"36013","RD",1269,0.284083277367361
"36015","RD",668,0.294792586054722
"36017","RD",1124,0.458775510204082
"36019","RD",1016,0.359773371104816
"36021","RD",1485,0.453435114503817
"36023","RD",700,0.476839237057221
"36025","RD",1981,0.596686746987952
"36027","RD",2268,0.29147924431307
"36029","DR",1970,0.168736616702355
"36031","RD",1032,0.342971086739781
"36033","RD",1228,0.497568881685575
"36035","RD",690,0.375
"36037","RD",591,0.431701972242513
"36039","RD",1246,0.455742501828822
"36041","RD",552,0.548162859980139
"36043","RD",1233,0.417258883248731
"36045","RD",1511,0.314267886855241
"36047","ST",1474,0.474871134020619
"36049","RD",992,0.676671214188267
"36051","RD",818,0.446750409612234
"36053","RD",1086,0.423226812159002
"36055","DR",2499,0.212391636919939
"36057","RD",676,0.338847117794486
"36059","AVE",3597,0.18557498839189
"36061","ST",763,0.516937669376694
"36063","ST",826,0.243945658594211
"36065","RD",1961,0.32765246449457
"36067","RD",1938,0.213954515345551
"36069","RD",800,0.281789362451567
"36071","RD",2500,0.240407731512645
"36073","RD",433,0.381497797356828
"36075","RD",1032,0.335282651072125
"36077","RD",1624,0.526759649691859
"36079","RD",1373,0.370780448285174
"36081","ST",2695,0.385220125786164
"36083","RD",1503,0.284713013828377
"36085","AVE",1383,0.310298407000224
"36087","CT",1046,0.168329578371419
"36089","RD",2043,0.465906499429875
"36091","RD",1506,0.220465524813351
"36093","RD",552,0.201754385964912
"36095","RD",1186,0.551884597487203
"36097","RD",686,0.591379310344828
"36099","RD",518,0.324968632371393
"36101","RD",2303,0.493676312968917
"36103","RD",4897,0.14399553046342
"36105","RD",2473,0.472668195718654
"36107","RD",890,0.550401978973408
"36109","RD",902,0.393542757417103
"36111","RD",2692,0.367307954700505
"36113","RD",1292,0.345269909139498
"36115","RD",934,0.344649446494465
"36117","RD",925,0.384935497295048
"36119","RD",3517,0.221055939660591
"36121","RD",594,0.488486842105263
"36123","RD",657,0.572299651567944
"37001","DR",1111,0.21186117467582
"37003","LN",643,0.265483071841453
"37005","LN",516,0.256206554121152
"37007","RD",568,0.357008170961659
"37009","RD",863,0.315654718361375
"37011","LN",801,0.333889120466861
"37013","RD",668,0.261755485893417
"37015","RD",257,0.235347985347985
"37017","RD",608,0.276489313324238
"37019","SW",1777,0.228259473346179
"37021","RD",2773,0.224679954626479
"37023","RD",753,0.169023569023569
"37025","NW",921,0.164965072541644
"37027","LN",759,0.181492109038737
"37029","RD",139,0.289583333333333
"37031","DR",720,0.209485016002328
"37033","RD",482,0.408474576271186
"37035","DR",1043,0.14876622450435
"37037","RD",990,0.264493721613679
"37039","RD",1169,0.307146610614819
"37041","RD",146,0.219219219219219
"37043","DR",259,0.188090050835149
"37045","DR",1066,0.227340584346342
"37047","RD",610,0.206011482607227
"37049","RD",733,0.191333855390238
"37051","DR",2464,0.27533802659515
"37053","RD",335,0.190883190883191
"37055","RD",479,0.15426731078905
"37057","DR",1447,0.198491083676269
"37059","LN",522,0.24739336492891
"37061","LN",971,0.305345911949686
"37063","DR",1519,0.2268857356236
"37065","LN",516,0.245831348261077
"37067","DR",2311,0.197893474910087
"37069","DR",613,0.208149405772496
"37071","DR",1757,0.186122881355932
"37073","LN",121,0.248459958932238
"37075","RD",353,0.41046511627907
"37077","RD",471,0.223117006158219
"37079","RD",243,0.274266365688488
"37081","DR",2893,0.227490760399465
"37083","ST",522,0.212367778681855
"37085","LN",1245,0.244982290436836
"37087","DR",1402,0.221835443037975
"37089","DR",1780,0.236356393573231
"37091","RD",284,0.266416510318949
"37093","RD",530,0.240036231884058
"37095","RD",185,0.380658436213992
"37097","LN",1816,0.225338131281797
"37099","RD",1797,0.335198656966984
"37101","DR",1319,0.222954699121028
"37103","LN",253,0.319848293299621
"37105","DR",418,0.185201595037661
"37107","RD",658,0.234832262669522
"37109","LN",903,0.251812604573341
"37111","DR",1246,0.414228723404255
"37113","RD",1940,0.367007188800605
"37115","RD",988,0.414429530201342
"37117","RD",348,0.263436790310371
"37119","DR",5133,0.248054897791524
"37121","RD",521,0.373209169054441
"37123","DR",454,0.205058717253839
"37125","RD",1124,0.190573075618854
"37127","RD",795,0.222191168250419
"37129","DR",1346,0.237809187279152
"37131","ST",292,0.226181254841208
"37133","CT",991,0.173555166374781
"37135","RD",1078,0.223790741125182
"37137","RD",301,0.305894308943089
"37139","DR",287,0.208424110384895
"37141","RD",573,0.225768321513002
"37143","RD",151,0.164667393675027
"37145","RD",738,0.371227364185111
"37147","DR",1027,0.218510638297872
"37149","LN",487,0.280529953917051
"37151","RD",1197,0.210665258711721
"37153","RD",630,0.211409395973154
"37155","RD",1725,0.239716509171762
"37157","RD",1073,0.226323560430289
"37159","RD",1053,0.189150350278426
"37161","RD",921,0.205213903743315
"37163","LN",1058,0.357674104124408
"37165","RD",398,0.243127672571778
"37167","RD",735,0.259350741002117
"37169","RD",1267,0.398929471032746
"37171","LN",1790,0.312991781780031
"37173","RD",802,0.417273673257024
"37175","RD",1031,0.294992846924177
"37177","RD",112,0.358974358974359
"37179","DR",1218,0.205708495186624
"37181","LN",513,0.276699029126214
"37183","DR",6142,0.248553275869046
"37185","RD",547,0.310795454545455
"37187","RD",167,0.25226586102719
"37189","RD",1339,0.300898876404494
"37191","DR",895,0.224592220828105
"37193","RD",1325,0.288796861377507
"37195","RD",418,0.17047308319739
"37197","RD",758,0.285499058380414
"37199","RD",758,0.31040131040131
"38001","NE",201,0.298219584569733
"38003","SE",555,0.513413506012951
"38005","NE",623,0.57051282051282
"38007","W",69,0.209726443768997
"38009","NW",364,0.318181818181818
"38011","SW",141,0.351620947630923
"38013","NW",467,0.649513212795549
"38015","DR",502,0.19218989280245
"38017","S",1107,0.280395136778116
"38019","NE",611,0.6007866273353
"38021","SE",438,0.52962515114873
"38023","NW",625,0.746714456391876
"38025","SW",407,0.520460358056266
"38027","NE",292,0.696897374701671
"38029","SE",653,0.60184331797235
"38031","NE",184,0.385744234800839
"38033","SW",196,0.509090909090909
"38035","ST",433,0.224352331606218
"38037","SW",555,0.717054263565892
"38039","NE",220,0.397830018083183
"38041","SW",419,0.712585034013605
"38043","SE",559,0.742363877822045
"38045","SE",463,0.599740932642487
"38047","SE",389,0.704710144927536
"38049","N",409,0.353195164075993
"38051","SE",605,0.758145363408521
"38053","NW",777,0.452797202797203
"38055","NW",768,0.428810720268007
"38057","SW",310,0.325288562434418
"38059","ST",401,0.236578171091445
"38061","NW",774,0.633906633906634
"38063","NE",454,0.605333333333333
"38065","SW",291,0.74234693877551
"38067","NE",404,0.466512702078522
"38069","NE",417,0.661904761904762
"38071","NE",628,0.529957805907173
"38073","SE",294,0.551594746716698
"38075","NW",315,0.545927209705373
"38077","SE",498,0.452727272727273
"38079","NE",421,0.556878306878307
"38081","SE",357,0.553488372093023
"38083","NE",329,0.564322469982847
"38085","ST",111,0.415730337078652
"38087","SW",110,0.658682634730539
"38089","SW",840,0.497041420118343
"38091","NE",120,0.355029585798817
"38093","SE",1037,0.594610091743119
"38095","NE",395,0.702846975088968
"38097","NE",194,0.267586206896552
"38099","NE",495,0.430809399477807
"38101","NW",679,0.233173076923077
"38103","NE",411,0.515037593984962
"38105","NW",891,0.423277909738717
"39001","RD",719,0.362581946545638
"39003","ST",544,0.237347294938918
"39005","ST",255,0.175862068965517
"39007","RD",604,0.217422606191505
"39009","RD",807,0.300111565637784
"39011","ST",453,0.277064220183486
"39013","RD",1021,0.266301512780386
"39015","RD",629,0.282442748091603
"39017","DR",2008,0.267590618336887
"39019","SW",269,0.13343253968254
"39021","RD",349,0.270752521334368
"39023","DR",593,0.197600799733422
"39025","DR",1130,0.245332175423361
"39027","RD",327,0.246234939759036
"39029","ST",941,0.259586206896552
"39031","ST",307,0.197047496790757
"39033","ST",382,0.24238578680203
"39035","DR",3219,0.210695117161932
"39037","RD",548,0.263588263588264
"39039","RD",326,0.215039577836412
"39041","DR",1419,0.231333550701011
"39043","ST",445,0.20931326434619
"39045","ST",551,0.143042575285566
"39047","ST",182,0.1855249745158
"39049","DR",5170,0.245174752217006
"39051","ST",286,0.228434504792332
"39053","RD",747,0.354869358669834
"39055","DR",639,0.252969121140143
"39057","DR",1364,0.325148986889154
"39059","RD",693,0.204787234042553
"39061","DR",2470,0.202808112324493
"39063","ST",453,0.200442477876106
"39065","ST",446,0.415270018621974
"39067","RD",657,0.392238805970149
"39069","ST",314,0.316213494461229
"39071","RD",524,0.27991452991453
"39073","RD",717,0.337411764705882
"39075","ST",207,0.126373626373626
"39077","ST",456,0.242553191489362
"39079","RD",642,0.34646519158122
"39081","ST",646,0.231956912028725
"39083","RD",579,0.265352887259395
"39085","DR",1339,0.284651360544218
"39087","ST",467,0.122927086075283
"39089","DR",779,0.165042372881356
"39091","ST",497,0.213671539122958
"39093","DR",1100,0.209205020920502
"39095","DR",1777,0.230749253343722
"39097","RD",244,0.19853539462978
"39099","AVE",1203,0.230592294422082
"39101","ST",402,0.203338391502276
"39103","DR",991,0.278214486243683
"39105","RD",641,0.362556561085973
"39107","ST",440,0.324483775811209
"39109","ST",540,0.228619813717189
"39111","RD",460,0.263308528906697
"39113","DR",2497,0.231847725162488
"39115","RD",553,0.237747205503009
"39117","RD",381,0.278102189781022
"39119","RD",889,0.241510459114371
"39121","RD",693,0.267981438515081
"39123","DR",584,0.169079328314997
"39125","ST",292,0.201936376210235
"39127","ST",435,0.214180206794682
"39129","RD",397,0.234218289085546
"39131","RD",489,0.369894099848714
"39133","DR",794,0.230612837641592
"39135","RD",428,0.344883158742949
"39137","ST",511,0.291168091168091
"39139","RD",748,0.236260265319015
"39141","RD",603,0.239761431411531
"39143","ST",471,0.205766710353866
"39145","RD",770,0.279694878314566
"39147","ST",495,0.230339692880409
"39149","RD",373,0.246042216358839
"39151","NW",3413,0.34167584342777
"39153","DR",2618,0.258109040717736
"39155","RD",646,0.117604223557255
"39157","ST",626,0.156970912738215
"39159","RD",328,0.211340206185567
"39161","RD",378,0.290099769762088
"39163","RD",455,0.378535773710483
"39165","DR",1358,0.242240456653585
"39167","RD",956,0.253850238980351
"39169","RD",607,0.221532846715328
"39171","ST",501,0.332669322709163
"39173","RD",762,0.138143582306019
"39175","ST",222,0.221778221778222
"40001","RD",860,0.696920583468395
"40003","RD",756,0.681081081081081
"40005","RD",1060,0.639324487334137
"40007","ST",59,0.0165637282425604
"40009","RD",492,0.259356879283079
"40011","RD",793,0.622448979591837
"40013","RD",1193,0.43208982252807
"40015","RD",604,0.286663502610346
"40017","ST",908,0.210917537746806
"40019","RD",795,0.332496863237139
"40021","RD",1577,0.6005331302361
"40023","RD",716,0.540377358490566
"40025","RD",819,0.795145631067961
"40027","ST",1752,0.247983014861996
"40029","RD",401,0.489024390243902
"40031","RD",1107,0.28125
"40033","AVE",115,0.162889518413598
"40035","RD",911,0.66158315177923
"40037","AVE",983,0.264745488823054
"40039","RD",772,0.500973393900065
"40041","RD",2148,0.470846120122753
"40043","RD",465,0.655853314527504
"40045","RD",613,0.427773900907188
"40047","RD",965,0.326123690435958
"40049","RD",782,0.441558441558442
"40051","RD",966,0.254411377403213
"40053","RD",515,0.452151009657594
"40055","RD",315,0.494505494505495
"40057","RD",210,0.594900849858357
"40059","RD",599,0.632523759239704
"40061","RD",472,0.365042536736272
"40063","RD",670,0.512624330527927
"40065","ST",359,0.253889674681754
"40067","RD",344,0.37719298245614
"40069","RD",457,0.382747068676717
"40071","RD",617,0.309738955823293
"40073","RD",384,0.428571428571429
"40075","RD",439,0.511655011655012
"40077","RD",561,0.422121896162528
"40079","RD",927,0.197738907849829
"40081","RD",1371,0.590948275862069
"40083","RD",872,0.30943931866572
"40085","RD",622,0.551418439716312
"40087","ST",625,0.28815122176118
"40089","RD",579,0.167196072769275
"40091","RD",1128,0.539971278123504
"40093","RD",394,0.603369065849923
"40095","RD",583,0.315135135135135
"40097","RD",1083,0.441320293398533
"40099","RD",487,0.4106239460371
"40101","ST",888,0.235606261607854
"40103","RD",482,0.36404833836858
"40105","RD",449,0.506772009029345
"40107","RD",519,0.635250917992656
"40109","ST",4667,0.276366435719784
"40111","RD",1271,0.471789161098738
"40113","RD",756,0.17395306028532
"40115","RD",747,0.440968122786305
"40117","RD",800,0.528750826173166
"40119","RD",823,0.258886442277446
"40121","RD",1439,0.397623652942802
"40123","RD",788,0.292719167904903
"40125","RD",1282,0.382002383790226
"40127","RD",464,0.32088520055325
"40129","RD",536,0.594235033259424
"40131","RD",1318,0.321855921855922
"40133","RD",629,0.424713031735314
"40135","RD",1640,0.54071876030333
"40137","RD",731,0.36623246492986
"40139","RD",878,0.399635867091488
"40141","RD",326,0.421188630490956
"40143","ST",7551,0.338154948499776
"40145","AVE",1114,0.244191144234985
"40147","RD",684,0.304270462633452
"40149","RD",581,0.504340277777778
"40151","RD",290,0.368020304568528
"40153","RD",589,0.392928619079386
"41001","RD",622,0.308991554893194
"41003","DR",453,0.177926158680283
"41005","RD",1991,0.185727611940299
"41007","RD",687,0.280179445350734
"41009","RD",632,0.306796116504854
"41011","RD",1074,0.2537207654146
"41013","RD",720,0.344003822264692
"41015","RD",418,0.238041002277904
"41017","RD",1314,0.146684527796383
"41019","SP",1598,0.135791978246091
"41021","RD",156,0.393939393939394
"41023","RD",773,0.21353591160221
"41025","RD",557,0.359123146357189
"41027","RD",238,0.264150943396226
"41029","RD",1115,0.179346951906064
"41031","RD",738,0.298785425101215
"41033","RD",746,0.226609963547995
"41035","FS",9951,0.520803893860889
"41037","RD",651,0.270461154964686
"41039","ST",2523,0.229802349940796
"41041","ST",1087,0.313799076212471
"41043","ST",723,0.164993153811045
"41045","RD",781,0.420344456404736
"41047","NE",2549,0.313838955922187
"41049","RD",331,0.21002538071066
"41051","AVE",3751,0.310282074613285
"41053","NW",686,0.30625
"41055","RD",142,0.382749326145553
"41057","RD",768,0.316179497735694
"41059","RD",1504,0.266572137539879
"41061","RD",379,0.176772388059701
"41063","RD",452,0.323087919942816
"41065","RD",850,0.44973544973545
"41067","AVE",2117,0.168363289327183
"41069","RD",140,0.278884462151394
"41071","ST",1095,0.310286200056673
"42001","RD",798,0.290498725882781
"42003","ST",7279,0.261589879968375
"42005","RD",1547,0.302798982188295
"42007","ST",1456,0.265596497628603
"42009","RD",1757,0.393064876957494
"42011","RD",2285,0.22946374774051
"42013","LN",1133,0.204475726403176
"42015","RD",2213,0.378614200171086
"42017","RD",2940,0.217874610938195
"42019","LN",1625,0.209164628652336
"42021","ST",1928,0.2849963045085
"42023","RD",285,0.421597633136095
"42025","ST",683,0.208740831295844
"42027","RD",1426,0.225740066487257
"42029","RD",2619,0.216
"42031","RD",948,0.263406501806057
"42033","RD",2165,0.302416538622713
"42035","LN",849,0.279736408566722
"42037","RD",1008,0.276923076923077
"42039","RD",1433,0.294431888226834
"42041","DR",1395,0.218275700203411
"42043","ST",2222,0.27928607340372
"42045","RD",3451,0.351103876284464
"42047","RD",898,0.405417607223476
"42049","DR",1256,0.23684706769753
"42051","RD",2036,0.259263975550745
"42053","RD",447,0.348673946957878
"42055","RD",1205,0.30064870259481
"42057","RD",386,0.356088560885609
"42059","RD",1001,0.313694766530868
"42061","RD",1128,0.257651895842851
"42063","RD",1430,0.287090945593254
"42065","RD",1171,0.308320168509742
"42067","RD",656,0.317829457364341
"42069","ST",1851,0.279860901118839
"42071","RD",2389,0.21951667738675
"42073","RD",805,0.205357142857143
"42075","ST",1324,0.303391384051329
"42077","ST",3731,0.414785992217899
"42079","ST",3167,0.333017875920084
"42081","RD",1727,0.282374100719424
"42083","RD",639,0.255089820359281
"42085","RD",1117,0.256369061280698
"42087","LN",869,0.299861973775017
"42089","RD",1959,0.21330574912892
"42091","RD",3752,0.250083316669999
"42093","RD",344,0.287385129490393
"42095","ST",2125,0.302922309337135
"42097","ST",1306,0.266096169519152
"42099","RD",764,0.268541300527241
"42101","ST",6187,0.663200771786901
"42103","RD",1247,0.248258013139558
"42105","RD",780,0.393541876892028
"42107","ST",2462,0.378710967543455
"42109","RD",1028,0.323881537492124
"42111","RD",1786,0.294330916282136
"42113","RD",560,0.36745406824147
"42115","RD",1327,0.428894634776988
"42117","RD",1525,0.400367550538199
"42119","RD",506,0.240608654303376
"42121","RD",910,0.325464949928469
"42123","RD",600,0.243506493506494
"42125","ST",1966,0.208793542905692
"42127","RD",1334,0.29651033563014
"42129","ST",3085,0.193404802206758
"42131","RD",503,0.294496487119438
"42133","RD",2931,0.258625253683932
"44001","ST",317,0.231049562682216
"44003","ST",1092,0.238323876036665
"44005","RD",522,0.186828919112384
"44007","ST",4082,0.357568325157673
"44009","RD",1420,0.282755874153724
"45001","RD",506,0.284269662921348
"45003","RD",1629,0.185008517887564
"45005","RD",298,0.244663382594417
"45007","RD",1981,0.177939459265247
"45009","RD",472,0.337142857142857
"45011","RD",390,0.235365117682559
"45013","DR",1922,0.202081800021028
"45015","LN",2487,0.289826360564037
"45017","LN",271,0.201038575667656
"45019","RD",2674,0.208223018221461
"45021","RD",840,0.298719772403983
"45023","RD",708,0.280507131537242
"45025","RD",1021,0.332356770833333
"45027","RD",699,0.291979949874687
"45029","LN",842,0.276156116759593
"45031","DR",964,0.318256850445692
"45033","DR",326,0.193816884661118
"45035","LN",830,0.1761834005519
"45037","RD",354,0.247034193998604
"45039","RD",498,0.290718038528897
"45041","RD",1335,0.225240425172937
"45043","DR",743,0.1822418444935
"45045","DR",2774,0.184196547144754
"45047","RD",751,0.236759142496847
"45049","RD",485,0.295551492992078
"45051","DR",2570,0.234939208337142
"45053","RD",516,0.264479753972322
"45055","RD",871,0.280424983902125
"45057","RD",898,0.230848329048843
"45059","RD",1162,0.259897114739432
"45061","RD",481,0.363567649281935
"45063","CT",1651,0.206710905220984
"45065","RD",478,0.235700197238659
"45067","RD",740,0.293069306930693
"45069","RD",436,0.229957805907173
"45071","RD",718,0.32154052843708
"45073","DR",2721,0.34042287001126
"45075","RD",1314,0.198130277442702
"45077","DR",1287,0.219437340153453
"45079","RD",2516,0.235360149672591
"45081","RD",582,0.382642998027613
"45083","RD",2607,0.186908517350158
"45085","RD",911,0.19515852613539
"45087","RD",489,0.265905383360522
"45089","RD",603,0.3
"45091","RD",1541,0.177371086556169
"46003","ST",290,0.501730103806228
"46005","ST",318,0.301421800947867
"46007","ST",32,0.30188679245283
"46009","ST",292,0.493243243243243
"46011","ST",348,0.288796680497925
"46013","ST",695,0.354772843287392
"46015","ST",251,0.500998003992016
"46017","RD",48,0.222222222222222
"46019","RD",370,0.421892816419612
"46021","ST",172,0.423645320197044
"46023","ST",373,0.416294642857143
"46025","ST",183,0.363095238095238
"46027","ST",263,0.533468559837728
"46029","ST",262,0.191660570592538
"46031","ST",121,0.240556660039761
"46033","RD",475,0.325788751714678
"46035","ST",288,0.421052631578947
"46037","ST",379,0.371204701273261
"46039","ST",187,0.372509960159363
"46041","ST",79,0.216438356164384
"46043","ST",180,0.511363636363636
"46045","AVE",411,0.427234927234927
"46047","RD",368,0.342644320297952
"46049","ST",310,0.468277945619335
"46051","ST",242,0.363363363363363
"46053","ST",438,0.419942473633749
"46055","ST",175,0.358606557377049
"46057","ST",225,0.385934819897084
"46059","ST",344,0.448500651890482
"46061","ST",183,0.530434782608696
"46063","RD",135,0.533596837944664
"46065","AVE",285,0.315265486725664
"46067","ST",403,0.637658227848101
"46069","ST",149,0.376262626262626
"46071","RD",159,0.279929577464789
"46073","ST",160,0.416666666666667
"46075","AVE",109,0.390681003584229
"46077","ST",308,0.441893830703013
"46079","AVE",221,0.218811881188119
"46081","RD",546,0.246947082767978
"46083","ST",600,0.335382895472331
"46085","ST",306,0.406374501992032
"46087","AVE",200,0.45662100456621
"46089","ST",319,0.449295774647887
"46091","ST",270,0.38135593220339
"46093","RD",484,0.255139694254085
"46095","ST",84,0.392523364485981
"46097","ST",215,0.551282051282051
"46099","ST",1132,0.270167064439141
"46101","ST",214,0.443983402489627
"46102","RD",249,0.453551912568306
"46103","RD",879,0.200868372943327
"46105","RD",151,0.402666666666667
"46107","ST",261,0.427168576104746
"46109","ST",321,0.294765840220386
"46111","ST",249,0.469811320754717
"46115","ST",552,0.447688564476886
"46117","ST",81,0.259615384615385
"46119","ST",181,0.365656565656566
"46121","ST",115,0.315068493150685
"46123","ST",574,0.514798206278027
"46125","ST",284,0.470198675496689
"46127","ST",362,0.439854191980559
"46129","ST",331,0.408641975308642
"46135","ST",364,0.363273453093812
"46137","RD",60,0.394736842105263
"47001","LN",906,0.323109843081312
"47003","RD",531,0.356615177971793
